province,zone,no,score 
อุดรธานี,1,3,2983
อุดรธานี,1,5,2442
อุดรธานี,1,9,2161
อุดรธานี,1,1,916
อุดรธานี,1,12,428
อุดรธานี,1,6,287
อุดรธานี,1,22,260
อุดรธานี,1,7,257
อุดรธานี,1,8,227
อุดรธานี,1,15,178
อุดรธานี,1,33,159
อุดรธานี,1,36,153
อุดรธานี,1,37,153
อุดรธานี,1,29,133
อุดรธานี,1,21,126
อุดรธานี,1,14,107
อุดรธานี,1,13,105
อุดรธานี,1,27,75
อุดรธานี,1,4,73
อุดรธานี,1,31,61
อุดรธานี,1,23,56
อุดรธานี,1,26,44
อุดรธานี,1,34,44
อุดรธานี,1,39,38
อุดรธานี,1,19,37
อุดรธานี,1,35,34
อุดรธานี,1,25,23
อุดรธานี,1,20,22
อุดรธานี,1,24,22
อุดรธานี,1,32,21
อุดรธานี,1,38,20
อุดรธานี,1,16,0
อุดรธานี,1,18,0
อุดรธานี,1,28,0
อุดรธานี,1,30,0
อุดรธานี,2,10,32587
อุดรธานี,2,5,24209
อุดรธานี,2,2,17400
อุดรธานี,2,16,16857
อุดรธานี,2,4,1546
อุดรธานี,2,15,1482
อุดรธานี,2,3,891
อุดรธานี,2,7,498
อุดรธานี,2,22,396
อุดรธานี,2,11,329
อุดรธานี,2,21,310
อุดรธานี,2,13,293
อุดรธานี,2,1,291
อุดรธานี,2,6,247
อุดรธานี,2,9,228
อุดรธานี,2,36,171
อุดรธานี,2,17,133
อุดรธานี,2,18,120
อุดรธานี,2,12,110
อุดรธานี,2,8,108
อุดรธานี,2,31,100
อุดรธานี,2,28,81
อุดรธานี,2,24,56
อุดรธานี,2,26,52
อุดรธานี,2,19,50
อุดรธานี,2,39,50
อุดรธานี,2,33,48
อุดรธานี,2,23,44
อุดรธานี,2,32,44
อุดรธานี,2,14,43
อุดรธานี,2,35,40
อุดรธานี,2,40,34
อุดรธานี,2,20,33
อุดรธานี,2,29,23
อุดรธานี,2,37,21
อุดรธานี,2,34,18
อุดรธานี,2,27,14
อุดรธานี,2,38,12
อุดรธานี,2,25,0
อุดรธานี,2,30,0
อุดรธานี,3,5,36728
อุดรธานี,3,2,24385
อุดรธานี,3,13,13906
อุดรธานี,3,14,5722
อุดรธานี,3,25,1354
อุดรธานี,3,8,1259
อุดรธานี,3,11,1118
อุดรธานี,3,6,788
อุดรธานี,3,22,705
อุดรธานี,3,18,547
อุดรธานี,3,3,351
อุดรธานี,3,7,350
อุดรธานี,3,21,299
อุดรธานี,3,34,292
อุดรธานี,3,12,265
อุดรธานี,3,4,242
อุดรธานี,3,26,152
อุดรธานี,3,9,121
อุดรธานี,3,23,121
อุดรธานี,3,33,117
อุดรธานี,3,28,100
อุดรธานี,3,15,99
อุดรธานี,3,19,96
อุดรธานี,3,10,91
อุดรธานี,3,16,87
อุดรธานี,3,29,84
อุดรธานี,3,35,76
อุดรธานี,3,17,70
อุดรธานี,3,30,69
อุดรธานี,3,24,52
อุดรธานี,3,31,46
อุดรธานี,3,37,44
อุดรธานี,3,38,31
อุดรธานี,3,39,25
อุดรธานี,3,40,24
อุดรธานี,3,36,21
อุดรธานี,3,32,17
อุดรธานี,3,20,16
อุดรธานี,3,1,0
อุดรธานี,3,27,0
อุดรธานี,4,2,47734
อุดรธานี,4,12,21739
อุดรธานี,4,16,9845
อุดรธานี,4,18,3572
อุดรธานี,4,10,1797
อุดรธานี,4,5,1349
อุดรธานี,4,6,1205
อุดรธานี,4,9,1142
อุดรธานี,4,22,836
อุดรธานี,4,11,490
อุดรธานี,4,1,481
อุดรธานี,4,25,409
อุดรธานี,4,21,361
อุดรธานี,4,19,356
อุดรธานี,4,3,237
อุดรธานี,4,17,234
อุดรธานี,4,34,228
อุดรธานี,4,36,214
อุดรธานี,4,8,181
อุดรธานี,4,15,163
อุดรธานี,4,32,163
อุดรธานี,4,7,153
อุดรธานี,4,14,122
อุดรธานี,4,23,107
อุดรธานี,4,31,107
อุดรธานี,4,13,95
อุดรธานี,4,20,69
อุดรธานี,4,28,60
อุดรธานี,4,24,57
อุดรธานี,4,30,57
อุดรธานี,4,33,50
อุดรธานี,4,27,48
อุดรธานี,4,35,33
อุดรธานี,4,4,0
อุดรธานี,4,26,0
อุดรธานี,4,29,0
อุดรธานี,4,37,0
อุดรธานี,5,9,40271
อุดรธานี,5,18,17643
อุดรธานี,5,5,15321
อุดรธานี,5,6,11128
อุดรธานี,5,2,1666
อุดรธานี,5,13,1244
อุดรธานี,5,11,1044
อุดรธานี,5,17,672
อุดรธานี,5,21,541
อุดรธานี,5,10,441
อุดรธานี,5,8,386
อุดรธานี,5,25,341
อุดรธานี,5,15,323
อุดรธานี,5,1,282
อุดรธานี,5,26,268
อุดรธานี,5,20,231
อุดรธานี,5,38,231
อุดรธานี,5,16,221
อุดรธานี,5,33,218
อุดรธานี,5,23,213
อุดรธานี,5,4,208
อุดรธานี,5,19,183
อุดรธานี,5,12,175
อุดรธานี,5,22,131
อุดรธานี,5,7,127
อุดรธานี,5,28,127
อุดรธานี,5,27,102
อุดรธานี,5,14,101
อุดรธานี,5,32,72
อุดรธานี,5,30,55
อุดรธานี,5,36,48
อุดรธานี,5,37,41
อุดรธานี,5,34,38
อุดรธานี,5,24,37
อุดรธานี,5,35,27
อุดรธานี,5,3,0
อุดรธานี,5,29,0
อุดรธานี,5,31,0
อุดรธานี,6,15,41307
อุดรธานี,6,3,19422
อุดรธานี,6,8,13317
อุดรธานี,6,9,4155
อุดรธานี,6,5,3818
อุดรธานี,6,32,2180
อุดรธานี,6,14,2054
อุดรธานี,6,39,1931
อุดรธานี,6,43,1731
อุดรธานี,6,16,1692
อุดรธานี,6,2,1505
อุดรธานี,6,6,860
อุดรธานี,6,11,797
อุดรธานี,6,1,593
อุดรธานี,6,10,576
อุดรธานี,6,40,450
อุดรธานี,6,13,328
อุดรธานี,6,28,322
อุดรธานี,6,19,290
อุดรธานี,6,4,253
อุดรธานี,6,23,198
อุดรธานี,6,34,196
อุดรธานี,6,7,192
อุดรธานี,6,38,169
อุดรธานี,6,30,166
อุดรธานี,6,12,164
อุดรธานี,6,26,164
อุดรธานี,6,35,157
อุดรธานี,6,20,141
อุดรธานี,6,24,135
อุดรธานี,6,25,131
อุดรธานี,6,31,103
อุดรธานี,6,36,101
อุดรธานี,6,41,92
อุดรธานี,6,42,83
อุดรธานี,6,27,72
อุดรธานี,6,17,69
อุดรธานี,6,29,67
อุดรธานี,6,22,40
อุดรธานี,6,21,23
อุดรธานี,6,37,23
อุดรธานี,6,18,0
อุดรธานี,6,33,0
อุดรธานี,7,4,46351
อุดรธานี,7,6,19449
อุดรธานี,7,15,7291
อุดรธานี,7,21,6548
อุดรธานี,7,10,3911
อุดรธานี,7,3,1561
อุดรธานี,7,24,1420
อุดรธานี,7,1,1283
อุดรธานี,7,7,1275
อุดรธานี,7,9,1105
อุดรธานี,7,11,1083
อุดรธานี,7,13,1002
อุดรธานี,7,17,826
อุดรธานี,7,19,625
อุดรธานี,7,20,570
อุดรธานี,7,12,519
อุดรธานี,7,22,310
อุดรธานี,7,2,309
อุดรธานี,7,5,299
อุดรธานี,7,16,275
อุดรธานี,7,14,234
อุดรธานี,7,33,190
อุดรธานี,7,26,159
อุดรธานี,7,8,145
อุดรธานี,7,35,142
อุดรธานี,7,27,132
อุดรธานี,7,29,132
อุดรธานี,7,32,132
อุดรธานี,7,30,123
อุดรธานี,7,23,108
อุดรธานี,7,31,60
อุดรธานี,7,25,53
อุดรธานี,7,36,51
อุดรธานี,7,37,48
อุดรธานี,7,34,34
อุดรธานี,7,18,32
อุดรธานี,7,28,0
อุดรธานี,8,6,58318
อุดรธานี,8,8,15604
อุดรธานี,8,18,6715
อุดรธานี,8,13,4020
อุดรธานี,8,1,2763
อุดรธานี,8,4,2258
อุดรธานี,8,7,1039
อุดรธานี,8,11,979
อุดรธานี,8,26,971
อุดรธานี,8,3,600
อุดรธานี,8,10,406
อุดรธานี,8,5,402
อุดรธานี,8,2,358
อุดรธานี,8,9,288
อุดรธานี,8,25,264
อุดรธานี,8,22,233
อุดรธานี,8,30,193
อุดรธานี,8,34,193
อุดรธานี,8,28,183
