province,zone,no,score 
สมุทรสาคร,3,21,289
สมุทรสาคร,3,11,233
สมุทรสาคร,3,24,194
สมุทรสาคร,3,16,183
สมุทรสาคร,3,27,168
สมุทรสาคร,3,22,122
สมุทรสาคร,3,20,119
สมุทรสาคร,3,17,97
สมุทรสาคร,3,18,95
สมุทรสาคร,3,19,93
สมุทรสาคร,3,15,85
สมุทรสาคร,3,25,57
สมุทรสาคร,3,26,42
สระแก้ว,1,1,63099
สระแก้ว,1,10,19097
สระแก้ว,1,6,12013
สระแก้ว,1,4,2754
สระแก้ว,1,14,638
สระแก้ว,1,21,603
สระแก้ว,1,13,505
สระแก้ว,1,9,477
สระแก้ว,1,3,287
สระแก้ว,1,12,230
สระแก้ว,1,2,210
สระแก้ว,1,5,181
สระแก้ว,1,11,167
สระแก้ว,1,17,128
สระแก้ว,1,20,117
สระแก้ว,1,15,116
สระแก้ว,1,19,48
สระแก้ว,1,23,42
สระแก้ว,1,16,39
สระแก้ว,1,22,37
สระแก้ว,1,18,16
สระแก้ว,1,7,0
สระแก้ว,1,8,0
สระแก้ว,2,10,52787
สระแก้ว,2,5,21901
สระแก้ว,2,6,13560
สระแก้ว,2,7,4204
สระแก้ว,2,4,1973
สระแก้ว,2,14,595
สระแก้ว,2,9,569
สระแก้ว,2,11,475
สระแก้ว,2,1,470
สระแก้ว,2,15,411
สระแก้ว,2,2,252
สระแก้ว,2,8,222
สระแก้ว,2,13,177
สระแก้ว,2,21,142
สระแก้ว,2,3,128
สระแก้ว,2,19,104
สระแก้ว,2,17,97
สระแก้ว,2,20,68
สระแก้ว,2,23,65
สระแก้ว,2,16,52
สระแก้ว,2,18,40
สระแก้ว,2,12,0
สระแก้ว,2,22,0
สระแก้ว,3,7,41962
สระแก้ว,3,1,34141
สระแก้ว,3,6,12024
สระแก้ว,3,8,4276
สระแก้ว,3,5,1790
สระแก้ว,3,20,649
สระแก้ว,3,21,500
สระแก้ว,3,2,379
สระแก้ว,3,9,341
สระแก้ว,3,10,311
สระแก้ว,3,17,285
สระแก้ว,3,4,240
สระแก้ว,3,12,168
สระแก้ว,3,19,163
สระแก้ว,3,11,148
สระแก้ว,3,16,124
สระแก้ว,3,25,118
สระแก้ว,3,18,105
สระแก้ว,3,23,88
สระแก้ว,3,24,80
สระแก้ว,3,15,74
สระแก้ว,3,13,54
สระแก้ว,3,14,53
สระแก้ว,3,3,0
สระแก้ว,3,22,0
สระบุรี,1,4,31035
สระบุรี,1,8,26550
สระบุรี,1,11,25154
สระบุรี,1,5,21369
สระบุรี,1,3,6406
สระบุรี,1,1,2962
สระบุรี,1,16,941
สระบุรี,1,9,749
สระบุรี,1,14,740
สระบุรี,1,6,738
สระบุรี,1,24,568
สระบุรี,1,10,527
สระบุรี,1,7,518
สระบุรี,1,2,395
สระบุรี,1,25,339
สระบุรี,1,27,333
สระบุรี,1,23,238
สระบุรี,1,19,183
สระบุรี,1,18,172
สระบุรี,1,21,158
สระบุรี,1,13,157
สระบุรี,1,17,121
สระบุรี,1,20,118
สระบุรี,1,15,117
สระบุรี,1,22,81
สระบุรี,1,12,0
สระบุรี,1,26,0
สระบุรี,2,8,43776
สระบุรี,2,1,30636
สระบุรี,2,6,21796
สระบุรี,2,3,9423
สระบุรี,2,11,4728
สระบุรี,2,7,2887
สระบุรี,2,10,1905
สระบุรี,2,14,1457
สระบุรี,2,9,789
สระบุรี,2,4,545
สระบุรี,2,21,342
สระบุรี,2,2,340
สระบุรี,2,17,311
สระบุรี,2,5,275
สระบุรี,2,12,268
สระบุรี,2,23,227
สระบุรี,2,13,179
สระบุรี,2,29,173
สระบุรี,2,26,160
สระบุรี,2,22,113
สระบุรี,2,19,107
สระบุรี,2,20,107
สระบุรี,2,27,106
สระบุรี,2,24,81
สระบุรี,2,18,69
สระบุรี,2,16,48
สระบุรี,2,25,39
สระบุรี,2,15,0
สระบุรี,2,28,0
สระบุรี,3,1,32674
สระบุรี,3,3,31414
สระบุรี,3,9,25328
สระบุรี,3,13,19971
สระบุรี,3,6,5316
สระบุรี,3,7,3023
สระบุรี,3,4,2418
สระบุรี,3,11,1702
สระบุรี,3,2,646
สระบุรี,3,17,637
สระบุรี,3,8,426
สระบุรี,3,21,361
สระบุรี,3,5,360
สระบุรี,3,16,351
สระบุรี,3,12,340
สระบุรี,3,23,269
สระบุรี,3,18,254
สระบุรี,3,10,230
สระบุรี,3,14,186
สระบุรี,3,19,159
สระบุรี,3,24,155
สระบุรี,3,20,103
สระบุรี,3,15,100
สระบุรี,3,22,86
สุรินทร์,1,4,31614
สุรินทร์,1,7,27078
สุรินทร์,1,8,22229
สุรินทร์,1,1,13144
สุรินทร์,1,10,2120
สุรินทร์,1,14,1210
สุรินทร์,1,2,1025
สุรินทร์,1,24,506
สุรินทร์,1,28,478
สุรินทร์,1,16,458
สุรินทร์,1,23,441
สุรินทร์,1,27,415
สุรินทร์,1,11,371
สุรินทร์,1,3,269
สุรินทร์,1,9,237
สุรินทร์,1,5,230
สุรินทร์,1,6,230
สุรินทร์,1,17,215
สุรินทร์,1,25,149
สุรินทร์,1,22,129
สุรินทร์,1,20,95
สุรินทร์,1,30,95
สุรินทร์,1,13,93
สุรินทร์,1,18,76
สุรินทร์,1,19,72
สุรินทร์,1,26,58
สุรินทร์,1,29,34
สุรินทร์,1,12,0
สุรินทร์,1,15,0
สุรินทร์,1,21,0
สุรินทร์,2,10,35446
สุรินทร์,2,11,24465
สุรินทร์,2,6,20624
สุรินทร์,2,1,14236
สุรินทร์,2,12,2638
สุรินทร์,2,13,1527
สุรินทร์,2,9,1262
สุรินทร์,2,5,1134
สุรินทร์,2,30,699
สุรินทร์,2,26,437
สุรินทร์,2,17,357
สุรินทร์,2,2,255
สุรินทร์,2,21,235
สุรินทร์,2,7,213
สุรินทร์,2,15,200
สุรินทร์,2,4,186
สุรินทร์,2,29,171
สุรินทร์,2,8,130
สุรินทร์,2,23,121
สุรินทร์,2,32,87
สุรินทร์,2,3,82
สุรินทร์,2,34,79
สุรินทร์,2,25,78
สุรินทร์,2,16,68
สุรินทร์,2,14,66
สุรินทร์,2,18,54
สุรินทร์,2,24,49
สุรินทร์,2,22,48
สุรินทร์,2,27,41
สุรินทร์,2,28,41
สุรินทร์,2,19,38
สุรินทร์,2,33,26
สุรินทร์,2,20,0
สุรินทร์,2,31,0
สุรินทร์,3,12,29254
สุรินทร์,3,7,28492
สุรินทร์,3,13,18408
สุรินทร์,3,17,8698
สุรินทร์,3,4,3325
สุรินทร์,3,9,855
สุรินทร์,3,10,826
สุรินทร์,3,21,806
สุรินทร์,3,14,756
สุรินทร์,3,27,688
สุรินทร์,3,32,415
สุรินทร์,3,6,402
สุรินทร์,3,15,367
สุรินทร์,3,33,334
สุรินทร์,3,11,273
สุรินทร์,3,23,271
สุรินทร์,3,8,261
สุรินทร์,3,5,225
สุรินทร์,3,3,203
สุรินทร์,3,22,203
สุรินทร์,3,2,188
สุรินทร์,3,31,175
สุรินทร์,3,26,151
สุรินทร์,3,29,142
สุรินทร์,3,24,137
สุรินทร์,3,34,127
สุรินทร์,3,19,107
สุรินทร์,3,25,62
สุรินทร์,3,16,59
สุรินทร์,3,20,55
สุรินทร์,3,18,52
สุรินทร์,3,30,36
สุรินทร์,3,1,0
สุรินทร์,3,28,0
สุรินทร์,4,10,34673
สุรินทร์,4,5,27411
สุรินทร์,4,14,15771
สุรินทร์,4,11,11624
สุรินทร์,4,13,2641
สุรินทร์,4,4,1811
สุรินทร์,4,6,962
สุรินทร์,4,25,698
สุรินทร์,4,30,562
สุรินทร์,4,15,514
สุรินทร์,4,24,464
สุรินทร์,4,9,446
สุรินทร์,4,34,384
สุรินทร์,4,1,247
สุรินทร์,4,22,218
สุรินทร์,4,8,208
สุรินทร์,4,7,207
สุรินทร์,4,18,178
สุรินทร์,4,16,166
สุรินทร์,4,3,136
สุรินทร์,4,12,116
สุรินทร์,4,33,113
สุรินทร์,4,23,111
สุรินทร์,4,28,110
สุรินทร์,4,21,109
สุรินทร์,4,31,108
สุรินทร์,4,29,96
สุรินทร์,4,2,88
สุรินทร์,4,19,86
สุรินทร์,4,20,71
สุรินทร์,4,35,62
สุรินทร์,4,26,55
สุรินทร์,4,32,14
สุรินทร์,4,17,0
สุรินทร์,4,27,0
สุรินทร์,5,7,45681
สุรินทร์,5,10,14917
สุรินทร์,5,6,13976
สุรินทร์,5,8,10863
สุรินทร์,5,9,1518
สุรินทร์,5,27,939
สุรินทร์,5,13,816
สุรินทร์,5,20,815
สุรินทร์,5,5,658
สุรินทร์,5,28,555
สุรินทร์,5,30,484
สุรินทร์,5,17,482
สุรินทร์,5,26,442
สุรินทร์,5,18,425
สุรินทร์,5,2,406
สุรินทร์,5,15,405
สุรินทร์,5,1,309
สุรินทร์,5,3,215
สุรินทร์,5,11,207
สุรินทร์,5,16,191
สุรินทร์,5,21,185
สุรินทร์,5,22,165
สุรินทร์,5,36,148
สุรินทร์,5,23,134
สุรินทร์,5,29,133
สุรินทร์,5,4,125
สุรินทร์,5,14,69
สุรินทร์,5,34,66
สุรินทร์,5,25,51
สุรินทร์,5,24,50
สุรินทร์,5,31,40
สุรินทร์,5,32,38
สุรินทร์,5,35,37
สุรินทร์,5,19,33
สุรินทร์,5,33,21
สุรินทร์,5,12,0
สุรินทร์,6,5,23401
สุรินทร์,6,2,22262
สุรินทร์,6,3,18711
สุรินทร์,6,20,11167
สุรินทร์,6,14,4180
สุรินทร์,6,7,1547
สุรินทร์,6,10,1061
สุรินทร์,6,11,979
สุรินทร์,6,1,951
สุรินทร์,6,24,669
สุรินทร์,6,22,661
สุรินทร์,6,4,494
สุรินทร์,6,23,409
สุรินทร์,6,19,312
สุรินทร์,6,25,307
สุรินทร์,6,8,241
สุรินทร์,6,21,223
สุรินทร์,6,6,221
สุรินทร์,6,17,217
สุรินทร์,6,26,145
สุรินทร์,6,18,127
สุรินทร์,6,32,127
สุรินทร์,6,28,120
สุรินทร์,6,15,110
สุรินทร์,6,12,92
สุรินทร์,6,30,71
สุรินทร์,6,31,67
สุรินทร์,6,29,64
สุรินทร์,6,16,54
สุรินทร์,6,27,36
สุรินทร์,6,9,0
สุรินทร์,6,13,0
สุรินทร์,7,6,29026
สุรินทร์,7,10,21251
สุรินทร์,7,9,12973
สุรินทร์,7,11,12636
สุรินทร์,7,8,8346
สุรินทร์,7,1,1944
สุรินทร์,7,7,1484
สุรินทร์,7,5,580
สุรินทร์,7,15,533
สุรินทร์,7,26,516
สุรินทร์,7,28,379
สุรินทร์,7,29,366
สุรินทร์,7,14,330
สุรินทร์,7,31,216
สุรินทร์,7,2,197
สุรินทร์,7,18,143
สุรินทร์,7,17,140
สุรินทร์,7,3,107
สุรินทร์,7,19,94
สุรินทร์,7,20,88
สุรินทร์,7,12,85
สุรินทร์,7,33,82
สุรินทร์,7,22,81
สุรินทร์,7,23,76
สุรินทร์,7,24,73
สุรินทร์,7,27,64
สุรินทร์,7,13,63
สุรินทร์,7,25,61
สุรินทร์,7,16,50
สุรินทร์,7,32,38
สุรินทร์,7,4,0
สุรินทร์,7,21,0
สุรินทร์,7,30,0
สุราษฎร์ธานี,1,7,32092
สุราษฎร์ธานี,1,6,17093
สุราษฎร์ธานี,1,14,15953
สุราษฎร์ธานี,1,9,12068
สุราษฎร์ธานี,1,3,5445
สุราษฎร์ธานี,1,15,2693
สุราษฎร์ธานี,1,1,1539
สุราษฎร์ธานี,1,19,723
สุราษฎร์ธานี,1,4,673
สุราษฎร์ธานี,1,24,564
สุราษฎร์ธานี,1,10,426
สุราษฎร์ธานี,1,12,387
สุราษฎร์ธานี,1,5,363
สุราษฎร์ธานี,1,21,329
สุราษฎร์ธานี,1,2,309
สุราษฎร์ธานี,1,8,272
สุราษฎร์ธานี,1,27,226
สุราษฎร์ธานี,1,16,225
สุราษฎร์ธานี,1,31,220
สุราษฎร์ธานี,1,30,176
สุราษฎร์ธานี,1,28,158
สุราษฎร์ธานี,1,13,146
สุราษฎร์ธานี,1,32,125
สุราษฎร์ธานี,1,26,101
สุราษฎร์ธานี,1,23,80
สุราษฎร์ธานี,1,17,61
สุราษฎร์ธานี,1,25,60
สุราษฎร์ธานี,1,22,43
สุราษฎร์ธานี,1,33,36
สุราษฎร์ธานี,1,11,0
สุราษฎร์ธานี,1,18,0
สุราษฎร์ธานี,1,20,0
สุราษฎร์ธานี,1,29,0
สุราษฎร์ธานี,2,12,21957
สุราษฎร์ธานี,2,10,17366
สุราษฎร์ธานี,2,6,16342
สุราษฎร์ธานี,2,14,14158
สุราษฎร์ธานี,2,24,12187
สุราษฎร์ธานี,2,2,2913
สุราษฎร์ธานี,2,8,2156
สุราษฎร์ธานี,2,15,1821
สุราษฎร์ธานี,2,9,1351
สุราษฎร์ธานี,2,5,1231
สุราษฎร์ธานี,2,18,923
สุราษฎร์ธานี,2,1,532
สุราษฎร์ธานี,2,3,382
สุราษฎร์ธานี,2,26,368
สุราษฎร์ธานี,2,4,343
สุราษฎร์ธานี,2,11,315
สุราษฎร์ธานี,2,13,306
สุราษฎร์ธานี,2,16,288
สุราษฎร์ธานี,2,28,281
สุราษฎร์ธานี,2,25,237
สุราษฎร์ธานี,2,30,219
สุราษฎร์ธานี,2,34,216
สุราษฎร์ธานี,2,22,178
สุราษฎร์ธานี,2,32,165
สุราษฎร์ธานี,2,23,154
สุราษฎร์ธานี,2,31,134
สุราษฎร์ธานี,2,27,123
สุราษฎร์ธานี,2,29,121
สุราษฎร์ธานี,2,21,114
สุราษฎร์ธานี,2,17,61
สุราษฎร์ธานี,2,20,40
สุราษฎร์ธานี,2,33,40
สุราษฎร์ธานี,2,19,38
สุราษฎร์ธานี,2,35,29
สุราษฎร์ธานี,2,7,0
สุราษฎร์ธานี,3,1,44514
สุราษฎร์ธานี,3,6,12189
สุราษฎร์ธานี,3,8,12137
สุราษฎร์ธานี,3,4,5998
สุราษฎร์ธานี,3,15,2845
สุราษฎร์ธานี,3,11,2567
สุราษฎร์ธานี,3,12,2505
สุราษฎร์ธานี,3,24,1447
สุราษฎร์ธานี,3,32,1378
สุราษฎร์ธานี,3,19,1203
สุราษฎร์ธานี,3,37,1186
สุราษฎร์ธานี,3,30,1111
สุราษฎร์ธานี,3,14,656
สุราษฎร์ธานี,3,5,643
สุราษฎร์ธานี,3,2,537
สุราษฎร์ธานี,3,21,496
สุราษฎร์ธานี,3,9,477
สุราษฎร์ธานี,3,3,433
สุราษฎร์ธานี,3,16,424
สุราษฎร์ธานี,3,26,381
สุราษฎร์ธานี,3,10,350
สุราษฎร์ธานี,3,20,336
สุราษฎร์ธานี,3,25,290
สุราษฎร์ธานี,3,23,276
สุราษฎร์ธานี,3,27,196
สุราษฎร์ธานี,3,28,191
สุราษฎร์ธานี,3,18,182
สุราษฎร์ธานี,3,35,180
สุราษฎร์ธานี,3,34,137
สุราษฎร์ธานี,3,7,122
สุราษฎร์ธานี,3,33,95
สุราษฎร์ธานี,3,31,87
สุราษฎร์ธานี,3,17,85
สุราษฎร์ธานี,3,29,53
สุราษฎร์ธานี,3,22,39
สุราษฎร์ธานี,3,36,22
สุราษฎร์ธานี,3,13,0
สุราษฎร์ธานี,4,12,47408
สุราษฎร์ธานี,4,3,14279
สุราษฎร์ธานี,4,2,11608
สุราษฎร์ธานี,4,13,8671
สุราษฎร์ธานี,4,16,4297
สุราษฎร์ธานี,4,17,3138
สุราษฎร์ธานี,4,22,1767
สุราษฎร์ธานี,4,11,1168
สุราษฎร์ธานี,4,8,999
สุราษฎร์ธานี,4,14,713
สุราษฎร์ธานี,4,4,641
สุราษฎร์ธานี,4,27,540
สุราษฎร์ธานี,4,32,474
สุราษฎร์ธานี,4,23,433
สุราษฎร์ธานี,4,26,362
สุราษฎร์ธานี,4,18,332
สุราษฎร์ธานี,4,1,262
สุราษฎร์ธานี,4,10,252
สุราษฎร์ธานี,4,28,218
สุราษฎร์ธานี,4,20,204
สุราษฎร์ธานี,4,29,161
สุราษฎร์ธานี,4,15,146
สุราษฎร์ธานี,4,25,146
สุราษฎร์ธานี,4,6,132
สุราษฎร์ธานี,4,21,122
สุราษฎร์ธานี,4,9,107
สุราษฎร์ธานี,4,33,89
สุราษฎร์ธานี,4,30,61
สุราษฎร์ธานี,4,31,43
สุราษฎร์ธานี,4,19,18
สุราษฎร์ธานี,4,5,0
สุราษฎร์ธานี,4,7,0
สุราษฎร์ธานี,4,24,0
สุราษฎร์ธานี,5,5,44084
สุราษฎร์ธานี,5,6,11210
สุราษฎร์ธานี,5,8,9781
สุราษฎร์ธานี,5,12,8499
สุราษฎร์ธานี,5,9,4297
สุราษฎร์ธานี,5,3,3992
สุราษฎร์ธานี,5,22,1312
สุราษฎร์ธานี,5,11,1107
สุราษฎร์ธานี,5,14,962
สุราษฎร์ธานี,5,1,740
สุราษฎร์ธานี,5,4,735
สุราษฎร์ธานี,5,17,701
สุราษฎร์ธานี,5,18,699
สุราษฎร์ธานี,5,20,640
สุราษฎร์ธานี,5,26,567
สุราษฎร์ธานี,5,2,562
สุราษฎร์ธานี,5,7,544
สุราษฎร์ธานี,5,25,457
สุราษฎร์ธานี,5,30,376
สุราษฎร์ธานี,5,33,355
สุราษฎร์ธานี,5,10,332
สุราษฎร์ธานี,5,29,247
สุราษฎร์ธานี,5,27,207
สุราษฎร์ธานี,5,21,179
สุราษฎร์ธานี,5,32,169
สุราษฎร์ธานี,5,34,135
สุราษฎร์ธานี,5,15,124
สุราษฎร์ธานี,5,28,111
สุราษฎร์ธานี,5,23,91
สุราษฎร์ธานี,5,16,82
สุราษฎร์ธานี,5,24,65
สุราษฎร์ธานี,5,31,46
สุราษฎร์ธานี,5,35,38
สุราษฎร์ธานี,5,19,32
สุราษฎร์ธานี,5,13,0
สุราษฎร์ธานี,6,13,41877
สุราษฎร์ธานี,6,1,17620
สุราษฎร์ธานี,6,9,9970
สุราษฎร์ธานี,6,4,9149
สุราษฎร์ธานี,6,7,5207
สุราษฎร์ธานี,6,5,2311
สุราษฎร์ธานี,6,27,1356
สุราษฎร์ธานี,6,2,1124
สุราษฎร์ธานี,6,11,1058
สุราษฎร์ธานี,6,15,1010
สุราษฎร์ธานี,6,33,939
สุราษฎร์ธานี,6,3,675
สุราษฎร์ธานี,6,22,664
สุราษฎร์ธานี,6,12,590
สุราษฎร์ธานี,6,31,573
สุราษฎร์ธานี,6,10,387
สุราษฎร์ธานี,6,23,353
สุราษฎร์ธานี,6,21,288
สุราษฎร์ธานี,6,8,259
สุราษฎร์ธานี,6,28,249
สุราษฎร์ธานี,6,17,246
สุราษฎร์ธานี,6,29,228
สุราษฎร์ธานี,6,24,203
สุราษฎร์ธานี,6,19,195
สุราษฎร์ธานี,6,6,165
สุราษฎร์ธานี,6,32,137
สุราษฎร์ธานี,6,30,132
สุราษฎร์ธานี,6,26,112
สุราษฎร์ธานี,6,35,99
สุราษฎร์ธานี,6,16,86
สุราษฎร์ธานี,6,36,63
สุราษฎร์ธานี,6,18,49
สุราษฎร์ธานี,6,25,46
สุราษฎร์ธานี,6,34,36
สุราษฎร์ธานี,6,20,20
สุราษฎร์ธานี,6,14,0
หนองคาย,1,16,33492
หนองคาย,1,17,26695
หนองคาย,1,13,15696
หนองคาย,1,2,3932
หนองคาย,1,15,2055
หนองคาย,1,3,1518
หนองคาย,1,27,1009
หนองคาย,1,12,364
หนองคาย,1,19,317
หนองคาย,1,18,312
หนองคาย,1,1,274
หนองคาย,1,7,265
หนองคาย,1,22,256
หนองคาย,1,6,222
หนองคาย,1,9,197
หนองคาย,1,26,173
หนองคาย,1,4,166
หนองคาย,1,21,155
หนองคาย,1,5,142
หนองคาย,1,24,138
หนองคาย,1,10,135
หนองคาย,1,8,115
หนองคาย,1,11,86
หนองคาย,1,35,85
หนองคาย,1,23,80
หนองคาย,1,28,63
หนองคาย,1,20,50
หนองคาย,1,33,43
หนองคาย,1,34,39
หนองคาย,1,30,30
หนองคาย,1,31,28
หนองคาย,1,32,27
หนองคาย,1,25,24
หนองคาย,1,14,0
หนองคาย,1,29,0
หนองคาย,1,36,0
หนองคาย,2,16,29559
หนองคาย,2,12,13738
หนองคาย,2,10,13544
หนองคาย,2,7,13438
หนองคาย,2,9,1291
หนองคาย,2,1,1165
หนองคาย,2,36,687
หนองคาย,2,32,597
หนองคาย,2,27,508
หนองคาย,2,19,421
หนองคาย,2,6,379
หนองคาย,2,25,338
หนองคาย,2,2,247
หนองคาย,2,13,237
หนองคาย,2,24,223
หนองคาย,2,30,217
หนองคาย,2,21,197
หนองคาย,2,26,176
หนองคาย,2,11,164
หนองคาย,2,17,159
หนองคาย,2,8,130
หนองคาย,2,3,112
หนองคาย,2,5,110
หนองคาย,2,22,103
หนองคาย,2,14,99
หนองคาย,2,28,92
หนองคาย,2,29,71
หนองคาย,2,33,63
หนองคาย,2,31,62
หนองคาย,2,37,61
หนองคาย,2,35,57
หนองคาย,2,4,41
หนองคาย,2,18,39
หนองคาย,2,23,34
หนองคาย,2,20,30
หนองคาย,2,34,15
หนองคาย,2,15,0
หนองคาย,3,16,44024
หนองคาย,3,15,14523
หนองคาย,3,11,12443
หนองคาย,3,1,1798
หนองคาย,3,3,1733
หนองคาย,3,13,1489
หนองคาย,3,7,1138
หนองคาย,3,18,1094
หนองคาย,3,25,463
หนองคาย,3,14,414
หนองคาย,3,6,394
หนองคาย,3,36,334
หนองคาย,3,5,333
หนองคาย,3,4,322
หนองคาย,3,17,319
หนองคาย,3,31,319
หนองคาย,3,9,301
หนองคาย,3,10,296
หนองคาย,3,33,261
หนองคาย,3,23,210
หนองคาย,3,21,199
หนองคาย,3,24,184
หนองคาย,3,29,151
หนองคาย,3,28,131
หนองคาย,3,26,125
หนองคาย,3,8,121
หนองคาย,3,19,107
หนองคาย,3,2,103
หนองคาย,3,27,88
หนองคาย,3,34,79
หนองคาย,3,22,62
หนองคาย,3,30,33
หนองคาย,3,32,32
หนองคาย,3,20,14
หนองคาย,3,12,0
หนองคาย,3,35,0
หนองบัวลำภู,1,16,396
หนองบัวลำภู,1,7,93
หนองบัวลำภู,2,26,65
หนองบัวลำภู,2,15,55
หนองบัวลำภู,3,20,292
หนองบัวลำภู,3,7,213
หนองบัวลำภู,3,29,0
หนองบัวลำภู,1,5,36792
หนองบัวลำภู,1,9,16359
หนองบัวลำภู,1,4,15650
หนองบัวลำภู,1,15,7483
หนองบัวลำภู,1,12,1501
หนองบัวลำภู,1,1,1428
หนองบัวลำภู,1,8,1366
หนองบัวลำภู,1,11,1159
หนองบัวลำภู,1,25,879
หนองบัวลำภู,1,24,536
หนองบัวลำภู,1,3,503
หนองบัวลำภู,1,23,491
หนองบัวลำภู,1,22,456
หนองบัวลำภู,1,20,454
หนองบัวลำภู,1,6,426
หนองบัวลำภู,1,10,387
หนองบัวลำภู,1,14,300
หนองบัวลำภู,1,13,161
หนองบัวลำภู,1,21,132
หนองบัวลำภู,1,27,120
หนองบัวลำภู,1,2,117
หนองบัวลำภู,1,30,111
หนองบัวลำภู,1,33,106
หนองบัวลำภู,1,29,102
หนองบัวลำภู,1,17,87
หนองบัวลำภู,1,26,77
หนองบัวลำภู,1,32,67
หนองบัวลำภู,1,19,39
หนองบัวลำภู,1,28,33
หนองบัวลำภู,1,31,30
หนองบัวลำภู,1,18,20
หนองบัวลำภู,2,9,25732
หนองบัวลำภู,2,2,21345
หนองบัวลำภู,2,13,14266
หนองบัวลำภู,2,3,10444
หนองบัวลำภู,2,1,2839
หนองบัวลำภู,2,12,1446
หนองบัวลำภู,2,23,958
หนองบัวลำภู,2,29,729
หนองบัวลำภู,2,14,721
หนองบัวลำภู,2,20,607
หนองบัวลำภู,2,22,530
หนองบัวลำภู,2,33,524
หนองบัวลำภู,2,8,440
หนองบัวลำภู,2,10,406
หนองบัวลำภู,2,21,354
หนองบัวลำภู,2,5,225
หนองบัวลำภู,2,6,219
หนองบัวลำภู,2,4,196
หนองบัวลำภู,2,7,191
หนองบัวลำภู,2,36,172
หนองบัวลำภู,2,25,114
หนองบัวลำภู,2,11,104
หนองบัวลำภู,2,32,103
หนองบัวลำภู,2,31,89
หนองบัวลำภู,2,24,88
หนองบัวลำภู,2,18,83
หนองบัวลำภู,2,16,81
หนองบัวลำภู,2,19,54
หนองบัวลำภู,2,30,45
หนองบัวลำภู,2,28,42
หนองบัวลำภู,2,27,30
หนองบัวลำภู,2,17,23
หนองบัวลำภู,2,34,22
หนองบัวลำภู,2,35,0
หนองบัวลำภู,3,4,41260
หนองบัวลำภู,3,3,19217
หนองบัวลำภู,3,1,6994
หนองบัวลำภู,3,14,1724
หนองบัวลำภู,3,11,1588
หนองบัวลำภู,3,6,1533
หนองบัวลำภู,3,19,1477
หนองบัวลำภู,3,16,1086
หนองบัวลำภู,3,24,1066
หนองบัวลำภู,3,10,786
หนองบัวลำภู,3,15,736
หนองบัวลำภู,3,23,463
หนองบัวลำภู,3,21,234
หนองบัวลำภู,3,5,224
หนองบัวลำภู,3,25,210
หนองบัวลำภู,3,13,175
หนองบัวลำภู,3,2,167
หนองบัวลำภู,3,26,164
หนองบัวลำภู,3,31,129
หนองบัวลำภู,3,12,114
หนองบัวลำภู,3,33,113
หนองบัวลำภู,3,28,104
หนองบัวลำภู,3,17,95
หนองบัวลำภู,3,27,91
หนองบัวลำภู,3,9,75
หนองบัวลำภู,3,34,61
หนองบัวลำภู,3,22,57
หนองบัวลำภู,3,8,46
หนองบัวลำภู,3,18,43
หนองบัวลำภู,3,30,36
หนองบัวลำภู,3,32,29
อำนาจเจริญ,1,10,26320
อำนาจเจริญ,1,4,24654
อำนาจเจริญ,1,1,17425
อำนาจเจริญ,1,9,13915
อำนาจเจริญ,1,15,7724
อำนาจเจริญ,1,6,3231
อำนาจเจริญ,1,16,529
อำนาจเจริญ,1,21,518
อำนาจเจริญ,1,11,477
อำนาจเจริญ,1,24,464
อำนาจเจริญ,1,18,443
อำนาจเจริญ,1,30,331
อำนาจเจริญ,1,2,286
อำนาจเจริญ,1,3,194
อำนาจเจริญ,1,8,159
อำนาจเจริญ,1,5,158
อำนาจเจริญ,1,20,128
อำนาจเจริญ,1,26,105
อำนาจเจริญ,1,22,100
อำนาจเจริญ,1,13,96
อำนาจเจริญ,1,7,93
อำนาจเจริญ,1,17,93
อำนาจเจริญ,1,29,91
อำนาจเจริญ,1,25,83
อำนาจเจริญ,1,23,68
อำนาจเจริญ,1,32,67
อำนาจเจริญ,1,31,56
อำนาจเจริญ,1,27,36
อำนาจเจริญ,1,28,35
อำนาจเจริญ,1,12,0
อำนาจเจริญ,1,14,0
อำนาจเจริญ,1,19,0
อำนาจเจริญ,2,12,26540
อำนาจเจริญ,2,3,24721
อำนาจเจริญ,2,13,21367
อำนาจเจริญ,2,16,11498
อำนาจเจริญ,2,11,11384
อำนาจเจริญ,2,28,1329
อำนาจเจริญ,2,6,1317
อำนาจเจริญ,2,7,891
อำนาจเจริญ,2,23,612
อำนาจเจริญ,2,10,473
อำนาจเจริญ,2,2,407
อำนาจเจริญ,2,1,324
อำนาจเจริญ,2,21,274
อำนาจเจริญ,2,26,232
อำนาจเจริญ,2,15,218
อำนาจเจริญ,2,20,213
อำนาจเจริญ,2,17,212
อำนาจเจริญ,2,31,211
อำนาจเจริญ,2,14,154
อำนาจเจริญ,2,8,145
อำนาจเจริญ,2,5,113
อำนาจเจริญ,2,24,96
อำนาจเจริญ,2,18,90
อำนาจเจริญ,2,22,77
อำนาจเจริญ,2,27,70
อำนาจเจริญ,2,19,56
อำนาจเจริญ,2,29,55
อำนาจเจริญ,2,30,48
อำนาจเจริญ,2,25,43
อำนาจเจริญ,2,4,0
อำนาจเจริญ,2,9,0
อุดรธานี,1,2,30963
อุดรธานี,1,10,26552
อุดรธานี,1,17,24635
อุดรธานี,1,11,3200
